age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
28,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
76,Private,HS-grad,Widowed,Protective-serv,Not-in-family,Female,United-States,<=50K
41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
48,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
35,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,Philippines,>50K
40,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
48,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
58,Private,11th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
36,Private,9th,Married-civ-spouse,Sales,Own-child,Male,United-States,>50K
30,Private,HS-grad,Never-married,Other-service,Unmarried,Female,United-States,<=50K
39,Private,Assoc-acdm,Married-spouse-absent,Adm-clerical,Other-relative,Male,United-States,<=50K
19,Private,Some-college,Never-married,Other-service,Own-child,Female,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
43,Private,Prof-school,Married-spouse-absent,Prof-specialty,Not-in-family,Male,United-States,>50K
38,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
33,Private,11th,Never-married,Adm-clerical,Unmarried,Female,United-States,<=50K
29,Private,Bachelors,Never-married,Prof-specialty,Own-child,Male,Philippines,>50K
17,Private,11th,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
29,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Other-service,Own-child,Male,United-States,<=50K
39,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Not-in-family,Male,United-States,>50K
22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
50,Private,1st-4th,Married-spouse-absent,Craft-repair,Unmarried,Male,United-States,<=50K
36,Self-emp-not-inc,Prof-school,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
37,Private,Masters,Divorced,Exec-managerial,Unmarried,Male,United-States,>50K
60,Private,Assoc-voc,Widowed,Machine-op-inspct,Not-in-family,Female,Poland,<=50K
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
26,Federal-gov,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
50,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
61,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,Female,United-States,<=50K
46,Private,Bachelors,Divorced,Sales,Unmarried,Female,United-States,>50K
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,China,>50K
31,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
22,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,Germany,<=50K
55,Private,Bachelors,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
28,Private,Some-college,Divorced,Other-service,Other-relative,Male,United-States,<=50K
24,Private,Assoc-acdm,Never-married,Sales,Own-child,Male,United-States,<=50K
57,Private,10th,Widowed,Other-service,Unmarried,Female,United-States,<=50K
18,Private,12th,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
47,Self-emp-not-inc,Some-college,Divorced,Other-service,Unmarried,Female,United-States,<=50K
35,Private,HS-grad,Divorced,Prof-specialty,Unmarried,Female,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
31,Private,HS-grad,Divorced,Sales,Unmarried,Male,United-States,<=50K
45,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,Japan,>50K
20,Private,Some-college,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
25,Private,Some-college,Divorced,Tech-support,Not-in-family,Female,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Female,United-States,<=50K
33,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
30,Private,HS-grad,Never-married,Sales,Other-relative,Male,United-States,<=50K
38,Self-emp-inc,Assoc-voc,Divorced,Farming-fishing,Not-in-family,Male,United-States,<=50K
23,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Male,United-States,<=50K
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
18,Private,HS-grad,Never-married,Tech-support,Own-child,Female,United-States,<=50K
22,Private,Some-college,Never-married,Craft-repair,Not-in-family,Male,United-States,<=50K
26,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
47,Private,Masters,Divorced,Sales,Not-in-family,Female,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
48,Private,HS-grad,Divorced,Other-service,Not-in-family,Female,United-States,<=50K
26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
32,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,United-States,<=50K
29,Private,Masters,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
34,Private,11th,Married-civ-spouse,Other-service,Wife,Female,United-States,<=50K
41,Private,12th,Divorced,Transport-moving,Not-in-family,Male,United-States,>50K
32,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
36,Private,HS-grad,Never-married,Craft-repair,Unmarried,Male,United-States,<=50K
68,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
23,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
46,Private,7th-8th,Married-civ-spouse,Other-service,Husband,Male,China,<=50K
58,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
40,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Male,United-States,<=50K
44,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
42,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Female,United-States,<=50K
52,Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
18,Private,HS-grad,Never-married,Other-service,Own-child,Female,United-States,<=50K
29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
48,Private,HS-grad,Never-married,Sales,Own-child,Male,United-States,<=50K
47,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Female,United-States,>50K
64,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
38,Private,Bachelors,Separated,Prof-specialty,Unmarried,Male,United-States,<=50K
33,Private,Some-college,Separated,Other-service,Unmarried,Female,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
41,Private,10th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
56,Private,Some-college,Married-civ-spouse,Tech-support,Husband,Male,United-States,<=50K
59,Private,9th,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
32,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
83,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
44,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
50,Private,Masters,Never-married,Prof-specialty,Unmarried,Female,United-States,<=50K
29,Private,HS-grad,Divorced,Sales,Not-in-family,Female,United-States,<=50K
20,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
27,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
52,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
26,Private,Some-college,Never-married,Sales,Not-in-family,Male,Haiti,<=50K
24,Private,11th,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
50,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,South,>50K
54,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
35,Local-gov,Masters,Never-married,Prof-specialty,Own-child,Female,United-States,<=50K
53,Private,HS-grad,Divorced,Other-service,Unmarried,Female,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
32,Self-emp-inc,Masters,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
27,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
41,Private,5th-6th,Married-civ-spouse,Other-service,Husband,Male,Nicaragua,<=50K
70,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
23,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
34,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
33,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
41,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Female,United-States,<=50K
52,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
24,Private,11th,Never-married,Other-service,Not-in-family,Female,United-States,<=50K
37,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
22,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
31,Private,Some-college,Divorced,Exec-managerial,Unmarried,Male,United-States,<=50K
23,Private,Some-college,Never-married,Sales,Own-child,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
37,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Female,United-States,<=50K
22,Private,HS-grad,Never-married,Sales,Not-in-family,Female,United-States,<=50K
19,Private,HS-grad,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
34,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
23,State-gov,Some-college,Separated,Prof-specialty,Not-in-family,Female,United-States,<=50K
76,Local-gov,9th,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
28,Private,Some-college,Never-married,Adm-clerical,Other-relative,Female,United-States,<=50K
70,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,<=50K
27,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Female,United-States,<=50K
23,Private,Assoc-acdm,Married-civ-spouse,Farming-fishing,Wife,Female,Germany,<=50K
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
64,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,Greece,<=50K
44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
44,Local-gov,12th,Married-civ-spouse,Other-service,Other-relative,Female,Mexico,<=50K
42,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,United-States,>50K
29,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,<=50K
25,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
43,Federal-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
36,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
21,Private,HS-grad,Never-married,Farming-fishing,Own-child,Male,United-States,<=50K
51,Self-emp-not-inc,Bachelors,Widowed,Exec-managerial,Unmarried,Male,United-States,<=50K
38,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
22,Private,HS-grad,Never-married,Other-service,Not-in-family,Female,United-States,<=50K
63,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,Female,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,>50K
37,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Female,United-States,<=50K
61,Private,HS-grad,Divorced,Transport-moving,Not-in-family,Male,United-States,>50K
64,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,United-States,<=50K
63,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
25,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
52,Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Male,Mexico,>50K
26,Private,Masters,Never-married,Prof-specialty,Own-child,Female,Philippines,>50K
41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
37,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
19,Local-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
30,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
42,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
26,Private,Masters,Married-civ-spouse,Sales,Wife,Female,United-States,<=50K
36,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,Female,United-States,>50K
62,Private,10th,Divorced,Other-service,Unmarried,Female,United-States,<=50K
35,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
37,Self-emp-inc,Some-college,Divorced,Craft-repair,Unmarried,Female,Canada,<=50K
28,Self-emp-inc,HS-grad,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
72,Private,HS-grad,Divorced,Other-service,Not-in-family,Female,United-States,<=50K
53,Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,Female,United-States,>50K
41,Private,1st-4th,Married-spouse-absent,Handlers-cleaners,Unmarried,Male,Mexico,<=50K
29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,>50K
19,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
41,Private,Assoc-voc,Separated,Other-service,Not-in-family,Male,United-States,<=50K
56,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
48,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
33,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Male,Mexico,<=50K
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
33,Private,1st-4th,Married-civ-spouse,Craft-repair,Not-in-family,Male,Mexico,<=50K
43,Private,HS-grad,Never-married,Sales,Not-in-family,Female,United-States,<=50K
42,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
24,Private,Some-college,Never-married,Other-service,Unmarried,Female,United-States,<=50K
27,Private,Assoc-acdm,Never-married,Adm-clerical,Other-relative,Female,United-States,<=50K
36,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
22,Private,Some-college,Never-married,Other-service,Own-child,Female,United-States,<=50K
23,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
51,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
38,Private,Some-college,Married-civ-spouse,Tech-support,Wife,Female,United-States,>50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
50,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
60,Private,12th,Divorced,Farming-fishing,Not-in-family,Male,United-States,<=50K
32,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
24,Private,Some-college,Never-married,Sales,Not-in-family,Female,Taiwan,<=50K
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
26,Private,10th,Divorced,Machine-op-inspct,Own-child,Male,United-States,<=50K
62,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
25,State-gov,Some-college,Married-civ-spouse,Craft-repair,Own-child,Male,United-States,>50K
59,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
17,Private,10th,Never-married,Other-service,Own-child,Male,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Sales,Wife,Female,United-States,<=50K
57,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
19,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
40,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,Columbia,<=50K
50,Private,Assoc-acdm,Divorced,Craft-repair,Unmarried,Male,United-States,<=50K
68,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
40,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
47,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,Japan,>50K
39,Private,Bachelors,Divorced,Exec-managerial,Unmarried,Female,United-States,<=50K
37,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Male,Mexico,<=50K
57,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
59,Private,HS-grad,Divorced,Prof-specialty,Unmarried,Female,United-States,<=50K
47,Private,HS-grad,Separated,Other-service,Not-in-family,Female,United-States,<=50K
24,Private,HS-grad,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
72,Local-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,Mexico,<=50K
27,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Male,United-States,<=50K
39,State-gov,HS-grad,Never-married,Other-service,Unmarried,Female,United-States,<=50K
25,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,Puerto-Rico,<=50K
17,Self-emp-not-inc,10th,Never-married,Farming-fishing,Own-child,Male,United-States,<=50K
43,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Male,United-States,<=50K
34,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Unmarried,Female,United-States,<=50K
49,Private,HS-grad,Widowed,Craft-repair,Unmarried,Female,South,<=50K
44,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
19,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Female,United-States,<=50K
30,Private,HS-grad,Divorced,Transport-moving,Not-in-family,Male,United-States,<=50K
62,Private,Some-college,Married-civ-spouse,Tech-support,Husband,Male,United-States,<=50K
39,Private,Some-college,Divorced,Sales,Unmarried,Female,United-States,<=50K
24,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,United-States,<=50K
42,Private,Some-college,Divorced,Craft-repair,Own-child,Male,United-States,<=50K
39,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
66,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Other-relative,Male,United-States,<=50K
46,Private,Bachelors,Separated,Prof-specialty,Unmarried,Female,Jamaica,<=50K
17,Private,12th,Never-married,Other-service,Own-child,Male,United-States,<=50K
25,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
23,Private,Bachelors,Never-married,Prof-specialty,Own-child,Female,United-States,<=50K
70,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
28,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
30,Private,9th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
25,Self-emp-not-inc,11th,Never-married,Sales,Own-child,Male,United-States,<=50K
63,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
70,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
40,Private,Some-college,Married-civ-spouse,Tech-support,Husband,Male,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
51,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
36,Private,11th,Never-married,Machine-op-inspct,Unmarried,Female,United-States,<=50K
53,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
28,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
23,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,Female,United-States,>50K
20,Private,Some-college,Never-married,Tech-support,Own-child,Female,United-States,<=50K
21,Private,Assoc-voc,Never-married,Protective-serv,Not-in-family,Male,United-States,<=50K
38,Private,Some-college,Married-civ-spouse,Other-service,Wife,Female,United-States,<=50K
28,Private,Some-college,Never-married,Tech-support,Not-in-family,Male,United-States,<=50K
17,Private,Some-college,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
44,Private,Some-college,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
61,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
25,Private,10th,Never-married,Farming-fishing,Unmarried,Male,United-States,<=50K
25,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
25,Private,Assoc-voc,Never-married,Prof-specialty,Own-child,Female,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
19,Private,Some-college,Never-married,Other-service,Own-child,Male,United-States,<=50K
18,Private,11th,Never-married,Other-service,Own-child,Female,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
56,Private,HS-grad,Divorced,Transport-moving,Not-in-family,Male,United-States,>50K
32,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
60,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
32,Private,Some-college,Divorced,Craft-repair,Own-child,Male,United-States,>50K
20,Private,Some-college,Never-married,Sales,Not-in-family,Female,United-States,<=50K
48,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Male,United-States,<=50K
24,Private,Some-college,Never-married,Sales,Unmarried,Female,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
58,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Female,United-States,<=50K
59,Private,HS-grad,Divorced,Other-service,Not-in-family,Female,United-States,<=50K
27,Federal-gov,Some-college,Never-married,Machine-op-inspct,Own-child,Male,United-States,<=50K
23,Private,Some-college,Never-married,Exec-managerial,Own-child,Male,United-States,<=50K
48,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Female,United-States,<=50K
40,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
25,Private,9th,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
42,Private,Some-college,Never-married,Sales,Not-in-family,Male,United-States,<=50K
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
25,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Male,United-States,<=50K
42,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
64,Without-pay,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,>50K
43,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
25,Private,HS-grad,Divorced,Other-service,Not-in-family,Female,Mexico,<=50K
43,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
69,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
30,Private,Some-college,Never-married,Other-service,Own-child,Female,United-States,<=50K
43,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,Male,United-States,<=50K
23,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Sales,Unmarried,Female,United-States,<=50K
45,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
23,Private,Some-college,Never-married,Adm-clerical,Own-child,Male,United-States,<=50K
42,Private,HS-grad,Separated,Adm-clerical,Unmarried,Female,Scotland,<=50K
